Country,Year,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,cement_co2,population,Country Code,tree_cover_extent_2000__ha,area__ha,tree_cover_loss__ha,gross_emissions_co2e_all_gases__Mg,pct_tree_cover_2000,pct_loss_vs_extent,co2_per_capita_calc,co2_growth_abs,co2_growth_prct,co2_change_pct,deforestation_pct,baseline_temp,temp_anomaly
Argentina,2001,40.4,-2.9,15.581643835616447,2.599178082191781,41.1,77.4,8.989236461187215,135.137,3.592,2.008,64.334,64.807,2.481,3.7624818E7,ARG,3.906996944E7,2.779058337E8,147801.6797,3.255058095E7,14.058707915493462,0.3782999623968992,3.591698436920014,null,null,null,0.3782999623968992,15.75796676397934,-0.1763229283628931
Argentina,2002,36.2,-5.3,15.335068493150688,1.4375342465753422,38.8,75.6,9.389541210045657,124.931,3.285,1.579,57.495,62.618,1.729,3.8029346E7,ARG,3.906996944E7,2.779058337E8,104934.5176,2.524789636E7,14.058707915493462,0.2685810076231276,3.2851209168835034,-10.206000000000003,-7.552335777766272,-7.552335777766272,0.2685810076231276,15.75796676397934,-0.42289827082865195
Argentina,2003,37.5,-2.5,16.36027397260274,1.1408219178082193,44.0,81.7,9.748903401826485,134.481,3.5,2.48,59.355,69.068,2.28,3.8424284E7,ARG,3.906996944E7,2.779058337E8,249106.7574,4.873173568E7,14.058707915493462,0.6375913802096898,3.4998960553175174,9.549999999999997,7.644219609224279,7.644219609224279,0.6375913802096898,15.75796676397934,0.6023072086234009
Argentina,2004,35.9,-1.5,15.71065573770493,2.347540983606558,35.6,81.0,9.419932392228297,157.049,4.046,2.532,67.813,82.913,2.701,3.8815915E7,ARG,3.906996944E7,2.779058337E8,433424.5697,8.630503006E7,14.058707915493462,1.1093547702042943,4.045995051256682,22.568000000000012,16.781552784408227,16.781552784408227,1.1093547702042943,15.75796676397934,-0.04731102627441075
Argentina,2005,34.8,-3.4,15.802191780821905,1.1134246575342466,36.8,69.1,9.560201377473371,161.589,4.12,3.668,71.8,81.967,3.241,3.9216787E7,ARG,3.906996944E7,2.779058337E8,367246.4166,7.970805099E7,14.058707915493462,0.939971087420436,4.120403846444636,4.539999999999992,2.8908175155524685,2.8908175155524685,0.939971087420436,15.75796676397934,0.04422501684256552
Argentina,2006,40.9,-2.1,16.33315068493152,1.4317808219178074,45.4,84.2,9.717712709284623,174.309,4.399,3.968,81.911,83.867,3.764,3.9622113E7,ARG,3.906996944E7,2.779058337E8,316414.0227,7.310610344E7,14.058707915493462,0.8098650376113526,4.399285823045329,12.719999999999999,7.871822958245911,7.871822958245911,0.8098650376113526,15.75796676397934,0.5751839209521812
Argentina,2007,37.8,-5.9,15.239178082191781,1.463287671232877,37.9,71.6,9.779020829528157,173.581,4.338,3.759,77.952,87.178,3.998,4.0016766E7,ARG,3.906996944E7,2.779058337E8,425335.8673,8.6998553E7,14.058707915493462,1.0886516508624124,4.33770685017375,-0.7280000000000086,-0.41764911737203203,-0.41764911737203203,1.0886516508624124,15.75796676397934,-0.5187886817875587
Argentina,2008,36.2,-1.1,16.612841530054645,1.225683060109289,40.7,77.4,9.924464928658162,187.342,4.634,3.975,88.658,90.12,3.99,4.0424149E7,ARG,3.906996944E7,2.779058337E8,592718.7566,1.332648617E8,14.058707915493462,1.517069926328563,4.6344080119039734,13.761000000000024,7.927710982192759,7.927710982192759,1.517069926328563,15.75796676397934,0.8548747660753051
Argentina,2009,38.3,-3.1,16.76602739726025,0.9542465753424656,44.0,89.6,10.1743200913242,178.181,4.361,3.305,82.38,87.993,3.81,4.0854832E7,ARG,3.906996944E7,2.779058337E8,309853.6412,7.011628651E7,14.058707915493462,0.7930736717771029,4.361320100398406,-9.161000000000001,-4.8899872959613955,-4.8899872959613955,0.7930736717771029,15.75796676397934,1.008060633280909
Argentina,2010,38.5,-5.1,16.03589041095891,1.115068493150685,50.1,92.2,9.874163135464226,185.946,4.504,4.082,90.145,86.928,4.178,4.1288694E7,ARG,3.906996944E7,2.779058337E8,413246.0205,9.535337314E7,14.058707915493462,1.0577075601111605,4.50355731765214,7.764999999999986,4.357928174159986,4.357928174159986,1.0577075601111605,15.75796676397934,0.27792364697956984
Argentina,2011,36.6,-2.9,15.850136986301381,1.8660273972602734,41.5,75.2,9.835184178082194,189.775,4.548,4.825,86.906,92.586,4.586,4.1730655E7,ARG,3.906996944E7,2.779058337E8,499194.7438,1.097188587E8,14.058707915493462,1.2776942264227173,4.5476161349492354,3.8290000000000077,2.059199982790716,2.059199982790716,1.2776942264227173,15.75796676397934,0.09217022232204108
Argentina,2012,40.0,-3.3,16.07978142076503,1.6081967213114752,39.9,75.6,9.646429971159687,191.362,4.539,5.078,85.587,95.381,4.184,4.2161718E7,ARG,3.906996944E7,2.779058337E8,478179.6105,1.13857153E8,14.058707915493462,1.2239057704776133,4.538761916675217,1.586999999999989,0.836253458042413,0.836253458042413,1.2239057704776133,15.75796676397934,0.32181465678569054
